Time(s),Speed(RPM),Torque(Nm)
553,2339.489244,-23.99344406
553.5,2339.489244,8.883473175
554,2339.489244,8.883473175
554.5,2339.489244,8.883473175
555,2339.489244,8.883473175
555.5,2339.489244,8.883473175
556,2339.489244,8.883473175
556.5,2339.489244,8.883473175
557,2339.489244,8.883473175
557.5,2339.489244,8.883473175
558,2339.489244,8.883473175
558.5,2339.489244,8.883473175
559,2339.489244,8.883473175
559.5,2339.489244,8.883473175
560,2339.489244,8.883473175
560.5,2339.489244,8.883473175
561,2339.489244,8.883473175
561.5,2339.489244,8.883473175
562,2339.489244,8.883473175
562.5,2339.489244,8.883473175
563,2339.489244,8.883473175
563.5,2339.489244,8.883473175
564,2339.489244,8.883473175
564.5,2339.489244,8.883473175
565,2339.489244,8.883473175
565.5,2339.489244,8.883473175
566,2339.489244,8.883473175
566.5,2339.489244,8.883473175
567,2339.489244,8.883473175
567.5,2339.489244,8.883473175
568,2339.489244,8.883473175
568.5,2222.514782,-52.6386972
569,2105.54032,-52.78283104
569.5,1988.565857,-52.91917386
570,1871.591395,-53.04772567
570.5,1754.616933,-53.16848646
571,1637.642471,-53.28145622
571.5,1520.668009,-53.38663497
572,1403.693546,-53.4840227
572.5,1286.719084,-53.57361942
573,1169.744622,-53.65542511
573.5,1052.77016,-53.72943979
574,935.7956976,-53.79566344
574.5,818.8212354,-53.85409608
575,701.8467732,-53.9047377
575.5,584.872311,-53.9475883
576,467.8978488,-53.98264789
576.5,350.9233866,-54.00991645
577,233.9489244,-54.029394
577.5,116.9744622,-54.04108053
578,0,0
578.5,0,0
579,0,0
579.5,0,0
580,0,0
580.5,0,0
581,0,0
581.5,0,0
582,0,0
582.5,0,0
583,0,0
583.5,0,0
584,0,0
584.5,0,0
585,0,0
585.5,0,0
586,0,0
586.5,0,0
587,0,0
587.5,0,0
588,0,0
588.5,0,0
589,0,0
589.5,0,0
590,0,0
590.5,0,0
591,0,0
591.5,0,0
592,0,0
592.5,0,0
593,0,0
593.5,0,0
594,0,0
594.5,0,0
595,0,0
595.5,0,0
596,0,0
596.5,125.3297809,73.08357584
597,250.6595619,73.0969915
597.5,375.9893428,73.11935093
598,501.3191237,73.15065413
598.5,626.6489047,73.1909011
599,751.9786856,73.24009184
599.5,877.3084665,73.29822635
600,1002.638247,73.36530464
600.5,1002.638247,7.611470158
601,1002.638247,7.611470158
601.5,1002.638247,7.611470158
602,1002.638247,7.611470158
602.5,1002.638247,7.611470158
603,1002.638247,7.611470158
603.5,1002.638247,7.611470158
604,1002.638247,7.611470158
604.5,1002.638247,7.611470158
605,1002.638247,7.611470158
605.5,1002.638247,7.611470158
606,1002.638247,7.611470158
606.5,1002.638247,7.611470158
607,1002.638247,7.611470158
607.5,1002.638247,7.611470158
608,1002.638247,7.611470158
608.5,902.3744227,-45.04597555
609,802.110598,-45.09462967
609.5,701.8467732,-45.13755977
610,601.5829485,-45.17476586
610.5,501.3191237,-45.20624793
611,401.055299,-45.232006
611.5,300.7914742,-45.25204004
612,200.5276495,-45.26635008
612.5,100.2638247,-45.2749361
613,0,0
613.5,0,0
614,0,0
614.5,0,0
615,0,0
615.5,0,0
616,0,0
616.5,0,0
617,0,0
617.5,0,0
618,0,0
618.5,0,0
619,0,0
619.5,0,0
620,0,0
620.5,0,0
621,0,0
621.5,0,0
622,0,0
622.5,0,0
623,0,0
623.5,0,0
624,0,0
624.5,0,0
625,0,0
625.5,0,0
626,0,0
626.5,0,0
627,0,0
627.5,0,0
628,0,0
628.5,0,0
629,0,0
629.5,0,0
630,0,0
630.5,0,0
631,0,0
631.5,0,0
632,0,0
632.5,0,0
633,0,0
633.5,0,0
634,0,0
634.5,89.12339977,54.08581311
635,178.2467995,54.09259713
635.5,267.3701993,54.10390382
636,356.4935991,54.11973319
636.5,445.6169989,54.14008524
637,534.7403986,54.16495997
637.5,623.8637984,54.19435737
638,712.9871982,54.22827745
638.5,802.110598,54.26672021
639,891.2339977,54.30968564
639.5,980.3573975,54.35717376
640,1069.480797,54.40918455
640.5,1158.604197,54.46571801
641,1247.727597,54.52677416
641.5,1336.850997,54.59235298
642,1425.974396,54.66245448
642.5,1515.097796,54.73707866
643,1604.221196,54.81622551
643.5,1693.344596,54.89989504
644,1782.467995,54.98808725
644.5,1871.591395,55.08080214
645,1960.714795,55.1780397
645.5,2049.838195,55.27979995
646,2138.961595,55.38608286
646.5,2138.961595,8.627800568
647,2138.961595,8.627800568
647.5,2138.961595,8.627800568
648,2138.961595,8.627800568
648.5,2138.961595,8.627800568
649,2138.961595,8.627800568
649.5,2138.961595,8.627800568
650,2138.961595,8.627800568
650.5,2138.961595,8.627800568
651,2138.961595,8.627800568
651.5,2138.961595,8.627800568
652,2138.961595,8.627800568
652.5,2138.961595,8.627800568
653,2138.961595,8.627800568
653.5,2138.961595,8.627800568
654,2138.961595,8.627800568
654.5,2138.961595,8.627800568
655,2138.961595,8.627800568
655.5,2138.961595,8.627800568
656,2138.961595,8.627800568
656.5,2138.961595,8.627800568
657,2138.961595,8.627800568
657.5,2138.961595,8.627800568
658,2138.961595,8.627800568
658.5,2138.961595,8.627800568
659,2138.961595,8.627800568
659.5,2138.961595,8.627800568
660,2138.961595,8.627800568
660.5,2138.961595,8.627800568
661,2138.961595,8.627800568
661.5,2138.961595,8.627800568
662,2138.961595,8.627800568
662.5,2138.961595,8.627800568
663,2138.961595,8.627800568
663.5,2138.961595,8.627800568
664,2138.961595,8.627800568
664.5,2138.961595,8.627800568
665,2138.961595,8.627800568
665.5,2138.961595,8.627800568
666,2138.961595,8.627800568
666.5,2138.961595,8.627800568
667,2138.961595,8.627800568
667.5,2138.961595,8.627800568
668,2138.961595,8.627800568
668.5,2138.961595,8.627800568
669,2138.961595,8.627800568
669.5,2138.961595,8.627800568
670,2138.961595,8.627800568
670.5,2041.736068,-42.4969554
671,1944.51054,-42.60729378
671.5,1847.285013,-42.7122498
672,1750.059486,-42.81182345
672.5,1652.833959,-42.90601475
673,1555.608432,-42.99482369
673.5,1458.382905,-43.07825027
674,1361.157378,-43.15629449
674.5,1263.931851,-43.22895634
675,1166.706324,-43.29623584
675.5,1069.480797,-43.35813298
676,972.2552702,-43.41464776
676.5,875.0297432,-43.46578018
677,777.8042162,-43.51153024
677.5,680.5786892,-43.55189794
678,583.3531621,-43.58688328
678.5,486.1276351,-43.61648626
679,388.9021081,-43.64070687
679.5,291.6765811,-43.65954513
680,194.451054,-43.67300103
680.5,97.22552702,-43.68107457
681,0,0
681.5,0,0
682,0,0
682.5,0,0
683,0,0
683.5,0,0
684,0,0
684.5,0,0
685,0,0
685.5,0,0
686,0,0
686.5,0,0
687,0,0
687.5,0,0
688,0,0
688.5,0,0
689,0,0
689.5,0,0
690,0,0
690.5,0,0
691,0,0
691.5,0,0
692,0,0
692.5,0,0
693,0,0
693.5,0,0
694,0,0
694.5,0,0
695,0,0
695.5,0,0
696,0,0
696.5,0,0
697,0,0
697.5,0,0
698,0,0
698.5,0,0
699,0,0
699.5,0,0
700,0,0
700.5,0,0
701,0,0
701.5,0,0
702,0,0
702.5,208.8829682,116.9274155
703,417.7659364,116.9646812
703.5,626.6489047,117.0267908
704,835.5318729,117.1137441
704.5,1044.414841,117.2255412
705,1253.297809,117.3621822
705.5,1462.180778,117.5236669
706,1671.063746,117.7099955
706.5,1879.946714,117.9211679
707,2088.829682,118.1571841
707.5,2297.71265,118.4180441
708,2506.595619,118.7037479
708.5,2715.478587,119.0142955
709,2924.361555,119.3496869
709.5,3133.244523,119.7099221
710,3342.127491,120.0950012
710.5,3342.127491,10.50527702
711,3342.127491,10.50527702
711.5,3342.127491,10.50527702
712,3342.127491,10.50527702
712.5,3342.127491,10.50527702
713,3342.127491,10.50527702
713.5,3342.127491,10.50527702
714,3342.127491,10.50527702
714.5,3342.127491,10.50527702
715,3342.127491,10.50527702
715.5,3342.127491,10.50527702
716,3342.127491,10.50527702
716.5,3342.127491,10.50527702
717,3342.127491,10.50527702
717.5,3342.127491,10.50527702
718,3342.127491,10.50527702
718.5,3342.127491,10.50527702
719,3342.127491,10.50527702
719.5,3342.127491,10.50527702
720,3342.127491,10.50527702
720.5,3342.127491,10.50527702
721,3342.127491,10.50527702
721.5,3342.127491,10.50527702
722,3342.127491,10.50527702
722.5,3342.127491,10.50527702
723,3342.127491,10.50527702
723.5,3342.127491,10.50527702
724,3342.127491,10.50527702
724.5,3342.127491,10.50527702
725,3342.127491,10.50527702
725.5,3342.127491,10.50527702
726,3342.127491,10.50527702
726.5,3342.127491,10.50527702
727,3342.127491,10.50527702
727.5,3342.127491,10.50527702
728,3342.127491,10.50527702
728.5,3342.127491,10.50527702
729,3342.127491,10.50527702
729.5,3342.127491,10.50527702
730,3342.127491,10.50527702
730.5,3342.127491,10.50527702
731,3342.127491,10.50527702
731.5,3342.127491,10.50527702
732,3342.127491,10.50527702
732.5,3342.127491,10.50527702
733,3342.127491,10.50527702
733.5,3342.127491,10.50527702
734,3342.127491,10.50527702
734.5,3342.127491,10.50527702
735,3342.127491,10.50527702
735.5,3342.127491,10.50527702
736,3342.127491,10.50527702
736.5,3342.127491,10.50527702
737,3342.127491,10.50527702
737.5,3342.127491,10.50527702
738,3342.127491,10.50527702
738.5,3342.127491,10.50527702
739,3342.127491,10.50527702
739.5,3342.127491,10.50527702
740,3342.127491,10.50527702
740.5,3279.462601,-22.48977253
741,3216.797711,-22.6056689
741.5,3154.13282,-22.71932932
742,3091.46793,-22.83075381
742.5,3028.803039,-22.93994235
743,2966.138149,-23.04689494
743.5,2903.473258,-23.1516116
744,2840.808368,-23.25409231
744.5,2778.143477,-23.35433708
745,2715.478587,-23.45234591
745.5,2652.813696,-23.54811879
746,2590.148806,-23.64165573
746.5,2527.483915,-23.73295673
747,2464.819025,-23.82202178
747.5,2402.154135,-23.9088509
748,2339.489244,-23.99344406
748.5,2339.489244,8.883473175
749,2339.489244,8.883473175
749.5,2339.489244,8.883473175
750,2339.489244,8.883473175
750.5,2339.489244,8.883473175
751,2339.489244,8.883473175
751.5,2339.489244,8.883473175
752,2339.489244,8.883473175
752.5,2339.489244,8.883473175
753,2339.489244,8.883473175
753.5,2339.489244,8.883473175
754,2339.489244,8.883473175
754.5,2339.489244,8.883473175
755,2339.489244,8.883473175
755.5,2339.489244,8.883473175
756,2339.489244,8.883473175
756.5,2339.489244,8.883473175
757,2339.489244,8.883473175
757.5,2339.489244,8.883473175
758,2339.489244,8.883473175
758.5,2339.489244,8.883473175
759,2339.489244,8.883473175
759.5,2339.489244,8.883473175
760,2339.489244,8.883473175
760.5,2339.489244,8.883473175
761,2339.489244,8.883473175
761.5,2339.489244,8.883473175
762,2339.489244,8.883473175
762.5,2339.489244,8.883473175
763,2339.489244,8.883473175
763.5,2222.514782,-52.6386972
764,2105.54032,-52.78283104
764.5,1988.565857,-52.91917386
765,1871.591395,-53.04772567
765.5,1754.616933,-53.16848646
766,1637.642471,-53.28145622
766.5,1520.668009,-53.38663497
767,1403.693546,-53.4840227
767.5,1286.719084,-53.57361942
768,1169.744622,-53.65542511
768.5,1052.77016,-53.72943979
769,935.7956976,-53.79566344
769.5,818.8212354,-53.85409608
770,701.8467732,-53.9047377
770.5,584.872311,-53.9475883
771,467.8978488,-53.98264789
771.5,350.9233866,-54.00991645
772,233.9489244,-54.029394
772.5,116.9744622,-54.04108053
773,0,0
773.5,0,0
774,0,0
774.5,0,0
775,0,0
775.5,0,0
776,0,0
776.5,0,0
777,0,0
777.5,0,0
778,0,0
778.5,0,0
779,0,0
779.5,0,0
780,0,0
780.5,0,0
781,0,0
781.5,0,0
782,0,0
782.5,0,0
783,0,0
783.5,0,0
784,0,0
784.5,0,0
785,0,0
785.5,0,0
786,0,0
786.5,0,0
787,0,0
787.5,0,0
788,0,0
788.5,0,0
789,0,0
789.5,0,0
790,0,0
790.5,0,0
791,0,0
791.5,0,0
792,0,0
792.5,0,0
793,0,0
793.5,0,0
794,0,0
794.5,0,0
795,0,0
795.5,0,0
796,0,0
796.5,0,0
797,0,0
797.5,0,0
798,0,0
798.5,0,0
799,0,0
799.5,0,0
800,0,0
800.5,83.55318729,51.16314664
801,167.1063746,51.16910915
801.5,250.6595619,51.17904667
802,334.2127491,51.19295921
802.5,417.7659364,51.21084675
803,501.3191237,51.2327093
803.5,584.872311,51.25854686
804,668.4254983,51.28835943
804.5,751.9786856,51.32214701
805,835.5318729,51.3599096
805.5,919.0850602,51.4016472
806,1002.638247,51.44735981
806.5,1063.404202,39.52785941
807,1124.170156,39.56570413
807.5,1184.936111,39.60565133
808,1245.702065,39.64770102
808.5,1306.468019,39.69185319
809,1367.233974,39.73810784
809.5,1427.999928,39.78646498
810,1488.765883,39.83692461
810.5,1549.531837,39.88948672
811,1610.297791,39.94415131
811.5,1671.063746,40.00091838
812,1731.8297,40.05978795
812.5,1792.595655,40.12075999
813,1853.361609,40.18383452
813.5,1914.127563,40.24901154
814,1974.893518,40.31629103
814.5,2035.659472,40.38567302
815,2096.425426,40.45715748
815.5,2157.191381,40.53074443
816,2217.957335,40.60643387
816.5,2278.72329,40.68422579
817,2339.489244,40.76412019
817.5,2389.621156,35.25250263
818,2439.753069,35.32142929
818.5,2489.884981,35.39178696
819,2540.016894,35.46357563
819.5,2590.148806,35.5367953
820,2640.280718,35.61144598
820.5,2690.412631,35.68752766
821,2740.544543,35.76504034
821.5,2790.676455,35.84398403
822,2840.808368,35.92435872
822.5,2890.94028,36.00616441
823,2941.072193,36.08940111
823.5,2991.204105,36.17406881
824,3041.336017,36.26016752
824.5,3091.46793,36.34769722
825,3141.599842,36.43665794
825.5,3191.731754,36.52704965
826,3241.863667,36.61887237
826.5,3291.995579,36.71212609
827,3342.127491,36.80681081
827.5,3389.87217,35.64586316
828,3437.616848,35.73866746
828.5,3485.361527,35.83276973
829,3533.106205,35.92816995
829.5,3580.850884,36.02486814
830,3628.595562,36.12286429
830.5,3676.340241,36.22215841
831,3724.084919,36.32275048
831.5,3771.829598,36.42464052
832,3819.574276,36.52782852
832.5,3867.318954,36.63231448
833,3915.063633,36.73809841
833.5,3962.808311,36.84518029
834,4010.55299,36.95356014
834.5,4058.297668,37.06323795
835,4106.042347,37.17421373
835.5,4153.787025,37.28648746
836,4201.531704,37.40005916
836.5,4249.276382,37.51492882
837,4297.02106,37.63109644
837.5,4344.765739,37.74856203
838,4392.510417,37.86732557
838.5,4440.255096,37.98738708
839,4487.999774,38.10874656
839.5,4535.744453,38.23140399
840,4583.489131,38.35535939
840.5,4631.23381,38.48061274
841,4678.978488,38.60716406
841.5,4678.978488,13.55808426
842,4678.978488,13.55808426
842.5,4678.978488,13.55808426
843,4678.978488,13.55808426
843.5,4678.978488,13.55808426
844,4678.978488,13.55808426
844.5,4678.978488,13.55808426
845,4678.978488,13.55808426
845.5,4678.978488,13.55808426
846,4678.978488,13.55808426
846.5,4678.978488,13.55808426
847,4678.978488,13.55808426
847.5,4678.978488,13.55808426
848,4678.978488,13.55808426
848.5,4678.978488,13.55808426
849,4678.978488,13.55808426
849.5,4678.978488,13.55808426
850,4678.978488,13.55808426
850.5,4678.978488,13.55808426
851,4678.978488,13.55808426
851.5,4678.978488,13.55808426
852,4678.978488,13.55808426
852.5,4678.978488,13.55808426
853,4678.978488,13.55808426
853.5,4678.978488,13.55808426
854,4678.978488,13.55808426
854.5,4678.978488,13.55808426
855,4678.978488,13.55808426
855.5,4678.978488,13.55808426
856,4678.978488,13.55808426
856.5,4678.978488,13.55808426
857,4678.978488,13.55808426
857.5,4678.978488,13.55808426
858,4678.978488,13.55808426
858.5,4678.978488,13.55808426
859,4678.978488,13.55808426
859.5,4678.978488,13.55808426
860,4678.978488,13.55808426
860.5,4678.978488,13.55808426
861,4678.978488,13.55808426
861.5,4678.978488,13.55808426
862,4678.978488,13.55808426
862.5,4678.978488,13.55808426
863,4678.978488,13.55808426
863.5,4678.978488,13.55808426
864,4678.978488,13.55808426
864.5,4678.978488,13.55808426
865,4678.978488,13.55808426
865.5,4678.978488,13.55808426
866,4678.978488,13.55808426
866.5,4678.978488,13.55808426
867,4678.978488,13.55808426
867.5,4678.978488,13.55808426
868,4678.978488,13.55808426
868.5,4678.978488,13.55808426
869,4678.978488,13.55808426
869.5,4678.978488,13.55808426
870,4678.978488,13.55808426
870.5,4678.978488,13.55808426
871,4678.978488,13.55808426
871.5,4678.978488,13.55808426
872,4678.978488,13.55808426
872.5,4678.978488,13.55808426
873,4678.978488,13.55808426
873.5,4678.978488,13.55808426
874,4678.978488,13.55808426
874.5,4678.978488,13.55808426
875,4678.978488,13.55808426
875.5,4678.978488,13.55808426
876,4678.978488,13.55808426
876.5,4678.978488,13.55808426
877,4678.978488,13.55808426
877.5,4678.978488,13.55808426
878,4678.978488,13.55808426
878.5,4678.978488,13.55808426
879,4678.978488,13.55808426
879.5,4678.978488,13.55808426
880,4678.978488,13.55808426
880.5,4678.978488,13.55808426
881,4678.978488,13.55808426
881.5,4678.978488,13.55808426
882,4678.978488,13.55808426
882.5,4678.978488,13.55808426
883,4678.978488,13.55808426
883.5,4678.978488,13.55808426
884,4678.978488,13.55808426
884.5,4678.978488,13.55808426
885,4678.978488,13.55808426
885.5,4678.978488,13.55808426
886,4678.978488,13.55808426
886.5,4678.978488,13.55808426
887,4678.978488,13.55808426
887.5,4678.978488,13.55808426
888,4678.978488,13.55808426
888.5,4678.978488,13.55808426
889,4678.978488,13.55808426
889.5,4678.978488,13.55808426
890,4678.978488,13.55808426
890.5,4678.978488,13.55808426
891,4678.978488,13.55808426
891.5,4595.425301,-30.49841841
892,4511.872114,-30.71505643
892.5,4428.318926,-30.92771943
893,4344.765739,-31.13640743
893.5,4261.212552,-31.34112041
894,4177.659364,-31.54185839
894.5,4094.106177,-31.73862135
895,4010.55299,-31.93140931
895.5,3926.999802,-32.12022226
896,3843.446615,-32.3050602
896.5,3759.893428,-32.48592313
897,3676.340241,-32.66281105
897.5,3592.787053,-32.83572396
898,3509.233866,-33.00466186
898.5,3425.680679,-33.16962475
899,3342.127491,-33.33061263
899.5,3342.127491,10.50527702
900,3342.127491,10.50527702
900.5,3342.127491,10.50527702
901,3342.127491,10.50527702
901.5,3342.127491,10.50527702
902,3342.127491,10.50527702
902.5,3342.127491,10.50527702
903,3342.127491,10.50527702
903.5,3342.127491,10.50527702
904,3342.127491,10.50527702
904.5,3342.127491,10.50527702
905,3342.127491,10.50527702
905.5,3342.127491,10.50527702
906,3342.127491,10.50527702
906.5,3342.127491,10.50527702
907,3342.127491,10.50527702
907.5,3342.127491,10.50527702
908,3342.127491,10.50527702
908.5,3342.127491,10.50527702
909,3342.127491,10.50527702
909.5,3342.127491,10.50527702
910,3342.127491,10.50527702
910.5,3342.127491,10.50527702
911,3342.127491,10.50527702
911.5,3342.127491,10.50527702
912,3342.127491,10.50527702
912.5,3342.127491,10.50527702
913,3342.127491,10.50527702
913.5,3342.127491,10.50527702
914,3342.127491,10.50527702
914.5,3342.127491,10.50527702
915,3342.127491,10.50527702
915.5,3342.127491,10.50527702
916,3342.127491,10.50527702
916.5,3342.127491,10.50527702
917,3342.127491,10.50527702
917.5,3342.127491,10.50527702
918,3342.127491,10.50527702
918.5,3342.127491,10.50527702
919,3342.127491,10.50527702
919.5,3342.127491,10.50527702
920,3342.127491,10.50527702
920.5,3342.127491,10.50527702
921,3342.127491,10.50527702
921.5,3342.127491,10.50527702
922,3342.127491,10.50527702
922.5,3342.127491,10.50527702
923,3342.127491,10.50527702
923.5,3342.127491,10.50527702
924,3342.127491,10.50527702
924.5,3342.127491,10.50527702
925,3342.127491,10.50527702
925.5,3342.127491,10.50527702
926,3342.127491,10.50527702
926.5,3342.127491,10.50527702
927,3342.127491,10.50527702
927.5,3342.127491,10.50527702
928,3342.127491,10.50527702
928.5,3342.127491,10.50527702
929,3342.127491,10.50527702
929.5,3342.127491,10.50527702
930,3342.127491,10.50527702
930.5,3342.127491,10.50527702
931,3342.127491,10.50527702
931.5,3342.127491,10.50527702
932,3342.127491,10.50527702
932.5,3342.127491,10.50527702
933,3342.127491,10.50527702
933.5,3342.127491,10.50527702
934,3342.127491,10.50527702
934.5,3342.127491,10.50527702
935,3342.127491,10.50527702
935.5,3342.127491,10.50527702
936,3342.127491,10.50527702
936.5,3342.127491,10.50527702
937,3342.127491,10.50527702
937.5,3342.127491,10.50527702
938,3342.127491,10.50527702
938.5,3342.127491,10.50527702
939,3342.127491,10.50527702
939.5,3342.127491,10.50527702
940,3342.127491,10.50527702
940.5,3342.127491,10.50527702
941,3342.127491,10.50527702
941.5,3342.127491,10.50527702
942,3342.127491,10.50527702
942.5,3342.127491,10.50527702
943,3342.127491,10.50527702
943.5,3342.127491,10.50527702
944,3342.127491,10.50527702
944.5,3342.127491,10.50527702
945,3342.127491,10.50527702
945.5,3342.127491,10.50527702
946,3342.127491,10.50527702
946.5,3342.127491,10.50527702
947,3342.127491,10.50527702
947.5,3342.127491,10.50527702
948,3342.127491,10.50527702
948.5,3342.127491,10.50527702
949,3342.127491,10.50527702
949.5,3342.127491,10.50527702
950,3342.127491,10.50527702
950.5,3342.127491,10.50527702
951,3342.127491,10.50527702
951.5,3342.127491,10.50527702
952,3342.127491,10.50527702
952.5,3342.127491,10.50527702
953,3342.127491,10.50527702
953.5,3342.127491,10.50527702
954,3342.127491,10.50527702
954.5,3342.127491,10.50527702
955,3342.127491,10.50527702
955.5,3342.127491,10.50527702
956,3342.127491,10.50527702
956.5,3342.127491,10.50527702
957,3342.127491,10.50527702
957.5,3342.127491,10.50527702
958,3342.127491,10.50527702
958.5,3342.127491,10.50527702
959,3342.127491,10.50527702
959.5,3342.127491,10.50527702
960,3342.127491,10.50527702
960.5,3342.127491,10.50527702
961,3342.127491,10.50527702
961.5,3342.127491,10.50527702
962,3342.127491,10.50527702
962.5,3342.127491,10.50527702
963,3342.127491,10.50527702
963.5,3342.127491,10.50527702
964,3342.127491,10.50527702
964.5,3342.127491,10.50527702
965,3342.127491,10.50527702
965.5,3342.127491,10.50527702
966,3342.127491,10.50527702
966.5,3342.127491,10.50527702
967,3342.127491,10.50527702
967.5,3342.127491,10.50527702
968,3342.127491,10.50527702
968.5,3393.544838,37.57980817
969,3444.962184,37.67991255
969.5,3496.37953,37.78152225
970,3547.796876,37.88463729
970.5,3599.214222,37.98925766
971,3650.631568,38.09538335
971.5,3702.048914,38.20301438
972,3753.46626,38.31215073
972.5,3804.883606,38.42279241
973,3856.300952,38.53493943
973.5,3907.718298,38.64859177
974,3959.135644,38.76374944
974.5,4010.55299,38.88041243
975,4061.970336,38.99858076
975.5,4113.387682,39.11825442
976,4164.805028,39.2394334
976.5,4216.222374,39.36211772
977,4267.63972,39.48630736
977.5,4319.057066,39.61200234
978,4370.474412,39.73920264
978.5,4421.891758,39.86790827
979,4473.309104,39.99811923
979.5,4524.72645,40.12983552
980,4576.143796,40.26305713
980.5,4627.561142,40.39778408
981,4678.978488,40.53401636
981.5,4678.978488,13.55808426
982,4678.978488,13.55808426
982.5,4678.978488,13.55808426
983,4678.978488,13.55808426
983.5,4678.978488,13.55808426
984,4678.978488,13.55808426
984.5,4678.978488,13.55808426
985,4678.978488,13.55808426
985.5,4678.978488,13.55808426
986,4678.978488,13.55808426
986.5,4678.978488,13.55808426
987,4678.978488,13.55808426
987.5,4678.978488,13.55808426
988,4678.978488,13.55808426
988.5,4678.978488,13.55808426
989,4678.978488,13.55808426
989.5,4678.978488,13.55808426
990,4678.978488,13.55808426
990.5,4678.978488,13.55808426
991,4678.978488,13.55808426
991.5,4678.978488,13.55808426
992,4678.978488,13.55808426
992.5,4678.978488,13.55808426
993,4678.978488,13.55808426
993.5,4678.978488,13.55808426
994,4678.978488,13.55808426
994.5,4678.978488,13.55808426
995,4678.978488,13.55808426
995.5,4678.978488,13.55808426
996,4678.978488,13.55808426
996.5,4678.978488,13.55808426
997,4678.978488,13.55808426
997.5,4678.978488,13.55808426
998,4678.978488,13.55808426
998.5,4678.978488,13.55808426
999,4678.978488,13.55808426
999.5,4678.978488,13.55808426
1000,4678.978488,13.55808426
1000.5,4678.978488,13.55808426
1001,4678.978488,13.55808426
1001.5,4678.978488,13.55808426
1002,4678.978488,13.55808426
1002.5,4678.978488,13.55808426
1003,4678.978488,13.55808426
1003.5,4678.978488,13.55808426
1004,4678.978488,13.55808426
1004.5,4678.978488,13.55808426
1005,4678.978488,13.55808426
1005.5,4678.978488,13.55808426
1006,4678.978488,13.55808426
1006.5,4678.978488,13.55808426
1007,4678.978488,13.55808426
1007.5,4678.978488,13.55808426
1008,4678.978488,13.55808426
1008.5,4678.978488,13.55808426
1009,4678.978488,13.55808426
1009.5,4678.978488,13.55808426
1010,4678.978488,13.55808426
1010.5,4678.978488,13.55808426
1011,4678.978488,13.55808426
1011.5,4678.978488,13.55808426
1012,4678.978488,13.55808426
1012.5,4678.978488,13.55808426
1013,4678.978488,13.55808426
1013.5,4678.978488,13.55808426
1014,4678.978488,13.55808426
1014.5,4678.978488,13.55808426
1015,4678.978488,13.55808426
1015.5,4678.978488,13.55808426
1016,4678.978488,13.55808426
1016.5,4678.978488,13.55808426
1017,4678.978488,13.55808426
1017.5,4678.978488,13.55808426
1018,4678.978488,13.55808426
1018.5,4678.978488,13.55808426
1019,4678.978488,13.55808426
1019.5,4678.978488,13.55808426
1020,4678.978488,13.55808426
1020.5,4678.978488,13.55808426
1021,4678.978488,13.55808426
1021.5,4678.978488,13.55808426
1022,4678.978488,13.55808426
1022.5,4678.978488,13.55808426
1023,4678.978488,13.55808426
1023.5,4678.978488,13.55808426
1024,4678.978488,13.55808426
1024.5,4678.978488,13.55808426
1025,4678.978488,13.55808426
1025.5,4678.978488,13.55808426
1026,4678.978488,13.55808426
1026.5,4678.978488,13.55808426
1027,4678.978488,13.55808426
1027.5,4678.978488,13.55808426
1028,4678.978488,13.55808426
1028.5,4678.978488,13.55808426
1029,4678.978488,13.55808426
1029.5,4678.978488,13.55808426
1030,4678.978488,13.55808426
1030.5,4678.978488,13.55808426
1031,4678.978488,13.55808426
1031.5,4707.625295,28.66408596
1032,4736.272102,28.74110704
1032.5,4764.918909,28.81859539
1033,4793.565716,28.896551
1033.5,4822.212523,28.97497388
1034,4850.85933,29.05386403
1034.5,4879.506138,29.13322144
1035,4908.152945,29.21304612
1035.5,4936.799752,29.29333806
1036,4965.446559,29.37409727
1036.5,4994.093366,29.45532375
1037,5022.740173,29.5370175
1037.5,5051.38698,29.61917851
1038,5080.033787,29.70180679
1038.5,5108.680594,29.78490233
1039,5137.327401,29.86846514
1039.5,5165.974208,29.95249522
1040,5194.621015,30.03699256
1040.5,5223.267822,30.12195717
1041,5251.914629,30.20738905
1041.5,5280.561437,30.29328819
1042,5309.208244,30.3796546
1042.5,5337.855051,30.46648827
1043,5366.501858,30.55378922
1043.5,5395.148665,30.64155742
1044,5423.795472,30.7297929
1044.5,5452.442279,30.81849564
1045,5481.089086,30.90766565
1045.5,5509.735893,30.99730292
1046,5538.3827,31.08740746
1046.5,5567.029507,31.17797927
1047,5595.676314,31.26901834
1047.5,5624.323121,31.36052468
1048,5652.969928,31.45249829
1048.5,5681.616736,31.54493916
1049,5710.263543,31.6378473
1049.5,5738.91035,31.7312227
1050,5767.557157,31.82506537
1050.5,5796.203964,31.91937531
1051,5824.850771,32.01415252
1051.5,5853.497578,32.10939699
1052,5882.144385,32.20510872
1052.5,5910.791192,32.30128773
1053,5939.437999,32.397934
1053.5,5968.084806,32.49504753
1054,5996.731613,32.59262834
1054.5,6025.37842,32.69067641
1055,6054.025227,32.78919174
1055.5,6082.672034,32.88817435
1056,6111.318842,32.98762421
1056.5,6139.965649,33.08754135
1057,6168.612456,33.18792575
1057.5,6197.259263,33.28877742
1058,6225.90607,33.39009635
1058.5,6254.552877,33.49188255
1059,6283.199684,33.59413602
